tab delimited	er_locations
er_location_name	er_location_alternatives	location_type	location_begin_lat	location_begin_lon	location_end_lat	location_end_lon	continent_ocean	region	plate_block	tectonic_setting	er_citation_names
McMurdo	Mt Erebus Volcanic Province : McMurdo Sound	Outcrop	-77	160	-79	170	Antarctica	Antarctic Plate	Antarctic Plate	Continental Volcanics	This study
>>>>>>>>>>
tab delimited	er_sites
er_site_name	er_location_name	site_definition	site_class	site_lithology	site_type	site_lat	site_lon	er_citation_names
mc200	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.54995	166.16148	This study
mc201	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.56284	166.21958	This study
mc202	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65674	166.36424	This study
mc203	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.5807	166.25055	This study
mc204	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.6402	166.40836	This study
mc205	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.65666	166.72515	This study
mc206	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dome	-77.66665	166.78033	This study
mc207	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.67871	166.5173	This study
mc208	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.66786	166.53186	This study
mc209	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.68544	166.36812	This study
mc210	McMurdo	s	Igneous : Intrusive	Phonolite	Volcanic Dike	-77.69125	166.3743	This study
mc211	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.66147	166.3397	This study
mc212	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56505	166.35938	This study
mc213	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22331	166.42877	This study
mc214	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22355	166.4294	This study
mc215	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	This study
mc216	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	This study
mc217	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	This study
mc218	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	This study
mc219	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	This study
mc220	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	This study
mc221	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	This study
mc222	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	This study
mc223	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	This study
mc224	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.53046	166.8839	This study
mc225	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	This study
mc226	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.61355	166.76571	This study
mc227	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.27064	166.73278	This study
mc228	McMurdo	s	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	This study
mc229	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	This study
>>>>>>>>>>
tab delimited	er_samples
er_sample_name	er_location_name	er_site_name	sample_class	sample_lithology	sample_type	sample_lat	sample_lon	sample_date	sample_orientation_flag	sample_azimuth	sample_dip	sample_bed_dip_direction	sample_bed_dip	magic_method_codes	er_citation_names
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	13	2007:09:10:09:15:00.00	SAN						4					673				0				0				0	0						273							-7	349.5		0.000006842										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	14	2007:09:10:12:30:00.00	SAN						4					573				0				0.00003				0	90						273							-68.4	343.3		0.00002282										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	15	2007:09:10:14:17:00.00	SAN						4					673				0				0.00003				0	90						273							-72.8	343.2		0.0000291										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	16	2007:09:11:09:08:00.00	SAN						4					673				0				0				0	90						273							-17.1	349.3		0.000006625										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	17	2007:09:11:10:57:00.00	SAN						4					723				0				0.00003				0	90						273							-78.7	345		0.00003221										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	18	2007:09:11:12:44:00.00	SAN						4					723				0				0				0	0						273							-27.8	349.3		0.000004712										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	19	2007:09:11:14:41:00.00	SAN						4					773				0				0				0	0						273							-13.4	351		0.000002102										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	20	2007:09:12:09:55:00.00	SAN						4					673				0				0.00003				0	90						273							-81.5	349.4		0.00002806										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	21	2007:09:12:13:08:00.00	SAN						4					773				0				0.00003				0	90						273							-83.9	334.8		0.00003332										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	22	2007:09:13:09:52:00.00	SAN						4					773				0				0				0	90						273							-36.6	349.4		0.000002152										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	23	2007:09:13:11:44:00.00	SAN						4					798				0				0.00003				0	90						273							-85.2	333.5		0.00003478										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	24	2007:09:13:14:44:00.00	SAN						4					798				0				0				0	0						273							-42.3	350.8		0.000001296										0.4						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	25	2007:09:14:09:11:00.00	SAN						4					823				0				0				0	0						273							-17.9	349.7		0.0000002784										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	26	2007:09:14:10:57:00.00	SAN						4					773				0				0.00003				0	90						273							-88.2	311.8		0.0000322										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	27	2007:09:14:13:27:00.00	SAN						4					823				0				0.00003				0	90						273							-87	341		0.00003537										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	28	2007:09:17:09:11:00.00	SAN						4					823				0				0				0	90						273							-47.5	354.6		0.0000002929										0.6						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	29	2007:09:17:11:05:00.00	SAN						4					848				0				0.00003				0	90						273							-87.2	319.2		0.00003664										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	30	2007:09:17:12:53:00.00	SAN						4					848				0				0				0	0						273							-34.2	320.2		0.00000003412										1.7						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	31	2007:09:18:09:09:00.00	SAN						4					873				0				0				0	0						273							-38.2	253.5		0.00000001072										4.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	32	2007:09:18:11:07:00.00	SAN						4					823				0				0.00003				0	90						273							-87.1	342.5		0.00003611										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	33	2007:09:18:13:10:00.00	SAN						4					873				0				0.00003				0	90						273							-87.6	298.9		0.00003699										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	1	2007:09:04:09:13:00.00	SAN						4					273				0				0				0	0						273							-48	1.6		0.00003666										0.3						pmagpy-2.155	LT-NO : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	2	2007:09:04:11:38:00.00	SAN						4					373				0				0				0	0						273							-47.8	0.2		0.00003551										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	3	2007:09:04:13:14:00.00	SAN						4					373				0				0.00003				0	90						273							-49.6	0.7		0.00003642										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	4	2007:09:05:09:05:00.00	SAN						4					373				0				0				0	90						273							-47.7	358.8		0.00003561										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	5	2007:09:05:11:09:00.00	SAN						4					473				0				0.00003				0	90						273							-59.9	1.1		0.00003611										0.4						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	6	2007:09:05:13:12:00.00	SAN						4					473				0				0				0	0						273							-49.2	0.7		0.00002803										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	7	2007:09:06:09:15:00.00	SAN						4					573				0				0				0	0						273							-49.2	357.2		0.0000138										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	8	2007:09:06:10:47:00.00	SAN						4					373				0				0.00003				0	90						273							-56.4	358.3		0.00001543										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	9	2007:09:06:12:23:00.00	SAN						4					573				0				0.00003				0	90						273							-76.9	357.2		0.00003465										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	10	2007:09:07:09:20:00.00	SAN						4					573				0				0				0	90						273							-52.5	359		0.00001406										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	11	2007:09:07:11:01:00.00	SAN						4					623				0				0.00003				0	90						273							-82.3	6.5		0.0000352										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	12	2007:09:07:12:47:00.00	SAN						4					623				0				0				0	0						273							-57.1	359.8		0.000009975										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	13	2007:09:10:08:52:00.00	SAN						4					673				0				0				0	0						273							-56.8	358.7		0.000006164										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	14	2007:09:10:10:26:00.00	SAN						4					573				0				0.00003				0	90						273							-84.1	358		0.0000276										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	15	2007:09:10:12:08:00.00	SAN						4					673				0				0.00003				0	90						273							-85.8	358.6		0.00003456										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	16	2007:09:10:13:51:00.00	SAN						4					673				0				0				0	90						273							-63.9	360		0.000006809										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	17	2007:09:11:09:29:00.00	SAN						4					723				0				0.00003				0	90						273							-88.3	306.3		0.0000368										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	18	2007:09:11:11:44:00.00	SAN						4					723				0				0				0	0						273							-70.6	354.9		0.000005026										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	19	2007:09:11:13:36:00.00	SAN						4					773				0				0				0	0						273							-67	356		0.000001933										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	20	2007:09:12:10:17:00.00	SAN						4					673				0				0.00003				0	90						273							-88	98.8		0.00003204										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	21	2007:09:13:09:03:00.00	SAN						4					773				0				0.00003				0	90						273							-88.5	100.4		0.00003678										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	22	2007:09:13:10:52:00.00	SAN						4					773				0				0				0	90						273							-76.7	1.3		0.000002332										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	23	2007:09:13:12:45:00.00	SAN						4					798				0				0.00003				0	90						273							-87.9	106.2		0.00003695										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	24	2007:09:14:08:54:00.00	SAN						4					798				0				0				0	0						273							-77.9	6.3		0.00000144										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	25	2007:09:14:10:37:00.00	SAN						4					823				0				0				0	0						273							-80.4	339.6		0.0000003651										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	26	2007:09:14:13:11:00.00	SAN						4					773				0				0.00003				0	90						273							-88.5	161.1		0.00003452										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	27	2007:09:17:09:29:00.00	SAN						4					823				0				0.00003				0	90						273							-88.4	199.5		0.0000372										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	28	2007:09:17:11:21:00.00	SAN						4					823				0				0				0	90						273							-81.8	315.7		0.0000003618										0.9						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	29	2007:09:17:13:08:00.00	SAN						4					848				0				0.00003				0	90						273							-88.1	119.6		0.00003849										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	30	2007:09:18:09:25:00.00	SAN						4					848				0				0				0	0						273							-63.8	203.6		0.0000000821										0.5						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	31	2007:09:18:11:26:00.00	SAN						4					873				0				0				0	0						273							-61.5	200.2		0.00000001732										2.5						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	32	2007:09:18:13:38:00.00	SAN						4					823				0				0.00003				0	90						273							-88.3	282.8		0.00003695										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218i	mc218i1				mc218i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	33	2007:09:19:09:13:00.00	SAN						4					873				0				0.00003				0	90						273							-88.4	154.1		0.00003813										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218j	mc218j1				mc218j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	1	2007:09:04:09:13:00.00	SAN						4					273				0				0				0	0						273							-39.5	4.9		0.00005635										0.3						pmagpy-2.155	LT-NO : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
